area_name,area_id,parent_id,elevation,latitude,longitude,state
Everday Buttress,105873424,105813164,,43.7,-96.18299999999999,Minnesota
Chimney Buttress,105827325,105813164,,43.7,-96.18299999999999,Minnesota
9.1. Aroma Buttress,105827328,105813164,,43.7,-96.18299999999999,Minnesota
Clandestine Buttress,108354938,105813164,"1,469",43.696999999999996,-96.175,Minnesota
Receding Ramparts Area,105813168,105812716,"1,471",43.703,-96.176,Minnesota
Balancing Rock,111779794,105813168,"1,551",43.708999999999996,-96.179,Minnesota
beginners buttress,111747863,105813168,25,43.7,-96.17200000000001,Minnesota
C-Buttress,105991264,105813168,,43.703,-96.176,Minnesota
Domestic Pillar,105990266,105813168,,43.703,-96.176,Minnesota
Proceeding Buttress,111747723,105813168,"1,471",43.701,-96.176,Minnesota
Table Rock Buttress,106208668,105813168,35,43.703,-96.176,Minnesota
South Quarry Area,105813149,105812716,"1,506",43.703,-96.18,Minnesota
Bur Oak Trail,111949290,105813149,25,43.693000000000005,-96.19,Minnesota
Hidden Buttress,106848053,105813149,,43.703,-96.18,Minnesota
Old Road,119080113,105813149,"1,575",43.695,-96.18700000000001,Minnesota
Quarry Corner Buttress,106059029,105813149,,43.703,-96.18,Minnesota
Red Rock Buttress,106704191,105813149,,43.703,-96.18,Minnesota
Summer Wall,107081340,105813149,,43.703,-96.18,Minnesota
Sun Drop II Tower,105878759,105813149,,43.703,-96.18,Minnesota
Wasp Haven Buttress,106423275,105813149,,43.703,-96.18,Minnesota
Canidae Cliff  (Hammond),105974618,105812481,807,44.222,-92.37200000000001,Minnesota
Cascade River ICE (North Shore),106085994,105812481,"1,184",45.89,-94.57,Minnesota
Duluth Area (Rock and Ice),111642705,105812481,"1,142",46.783,-92.119,Minnesota
Casket Quarry ICE,105894082,111642705,884,46.751999999999995,-92.17200000000001,Minnesota
Duluth Rock Climbs,110041273,111642705,"1,142",46.783,-92.119,Minnesota
Angel Wall,107247435,110041273,,46.783,-92.119,Minnesota
Crimpy Face Crag,106070716,110041273,,46.783,-92.119,Minnesota
Duluth Bouldering,105988846,110041273,"1,427",46.995,-92.089,Minnesota
Avery Boulder,106407229,105988846,15,46.751999999999995,-92.166,Minnesota
Beach Bouldering,117561857,105988846,569,46.797,-92.074,Minnesota
26th St. Boulders,117561918,117561857,626,46.806000000000004,-92.061,Minnesota
White Sun Boulder,117591889,117561918,609,46.806000000000004,-92.061,Minnesota
Billboards Boulder,108399174,105988846,16,46.773,-92.116,Minnesota
Brewer's Park,105988872,105988846,,46.782,-92.15899999999999,Minnesota
Casket Quarry boulder,106701755,105988846,927,46.751999999999995,-92.17200000000001,Minnesota
Duluth Heights (Arlington Soccer Fields),106502192,105988846,"1,253",46.793,-92.141,Minnesota
Outlying Boulders,106502211,106502192,,46.793,-92.141,Minnesota
South Cliff,106502204,106502192,,46.793,-92.141,Minnesota
Ely's Peak Bouldering,106453016,105988846,"1,158",46.684,-92.251,Minnesota
ALC (Alternative Living Cave),106903731,106453016,"1,112",46.683,-92.257,Minnesota
Bluff Boulder,107728213,106453016,"1,121",46.68,-92.255,Minnesota
The Ghetto,120020614,106453016,"1,131",46.681000000000004,-92.256,Minnesota
Northwest Bluff Boulders,119764823,106453016,"1,067",46.678000000000004,-92.25299999999999,Minnesota
Saddlestones,108353896,106453016,,46.684,-92.251,Minnesota
Trailside Boulders,106453020,106453016,981,46.68,-92.257,Minnesota
Enger Park,105988868,105988846,,46.778,-92.125,Minnesota
Fern Gully,119210669,105988846,878,46.77,-92.141,Minnesota
First Street Boulder,105988852,105988846,,46.823,-92.085,Minnesota
The Fox's Den,107825224,105988846,,46.995,-92.089,Minnesota
Hartley,106157219,105988846,10,46.995,-92.089,Minnesota
Hawks Ridge,106247579,105988846,,46.995,-92.089,Minnesota
High Anxiety Wall,111824491,105988846,"1,207",46.766999999999996,-92.15299999999999,Minnesota
Lincoln Park,107105013,105988846,978,46.773,-92.14299999999999,Minnesota
The Lincoln Slab,119617470,107105013,732,46.766999999999996,-92.137,Minnesota
Tunnel Towers,107105033,107105013,,46.773,-92.14299999999999,Minnesota
Lisa's Slabs,106135879,105988846,857,46.778,-92.11200000000001,Minnesota
Little Foxx Canyon,105988855,105988846,"1,276",46.771,-92.163,Minnesota
Foxx Rocks,105988861,105988855,,46.771,-92.163,Minnesota
Little Foxx,105988858,105988855,,46.771,-92.163,Minnesota
North Little Foxx,106217746,105988855,"1,270",46.761,-92.17299999999999,Minnesota
South Little Foxx,106213141,105988855,,46.771,-92.163,Minnesota
The Alien Wall,106213190,106213141,,46.771,-92.163,Minnesota
The Depression Wall,106213210,106213141,,46.771,-92.163,Minnesota
Next Bloc,106238136,106213141,,46.771,-92.163,Minnesota
The Short Block,106557081,106213141,14,46.771,-92.163,Minnesota
The Tree Boulder,106213166,106213141,,46.771,-92.163,Minnesota
The Ultimate Block,106213204,106213141,,46.771,-92.163,Minnesota
The Whatever Wall,106250379,106213141,,46.771,-92.163,Minnesota
LSC,110855974,105988846,"1,190",46.784,-92.147,Minnesota
Magney-Snively nature center,115678252,105988846,"1,251",46.692,-92.26,Minnesota
(Art of) The Don wall,115678293,115678252,"1,224",46.692,-92.26,Minnesota
Humpty dumpty wall,115679887,115678252,"1,266",46.693000000000005,-92.259,Minnesota
Sargent Creek Canyon,118840966,115678252,"1,184",46.698,-92.24600000000001,Minnesota
Piedmont Boulders,106002873,105988846,,46.995,-92.089,Minnesota
Piedmont roadside boulders,106203239,105988846,,46.995,-92.089,Minnesota
Lower Wall,106268288,106203239,,46.995,-92.089,Minnesota
Upper Wall,106268671,106203239,,46.995,-92.089,Minnesota
Postpartum Wall,106203270,105988846,"1,197",46.766999999999996,-92.15299999999999,Minnesota
Lower Wall,106268119,106203270,,46.766999999999996,-92.15299999999999,Minnesota
Upper Wall,106268277,106203270,,46.766999999999996,-92.15299999999999,Minnesota
Sanctuary,106408628,105988846,913,46.76,-92.15899999999999,Minnesota
Confederate Wall,107711639,106408628,920,46.76,-92.15899999999999,Minnesota
Free Standing Creek Boulders,106530236,106408628,,46.76,-92.15899999999999,Minnesota
The Rock Bridge,107711441,106530236,,46.76,-92.15899999999999,Minnesota
The Shit Hole,106143307,105988846,814,46.777,-92.115,Minnesota
South Hartley Riverside,106279817,105988846,,46.995,-92.089,Minnesota
Spirit Mountain boulders,106726150,105988846,927,46.68600000000001,-92.229,Minnesota
Passion Pit,106726155,106726150,931,46.68600000000001,-92.229,Minnesota
Porcupine Crag,106734952,106726150,,46.68600000000001,-92.229,Minnesota
Northwest Face,106735001,106734952,,46.68600000000001,-92.229,Minnesota
Northwest Face 2,106744780,106734952,,46.68600000000001,-92.229,Minnesota
Road Weary wall,106759878,106734952,,46.68600000000001,-92.229,Minnesota
West Face,106734961,106734952,,46.68600000000001,-92.229,Minnesota
Tiger Blood (***AREA CLOSED***),107305953,105988846,"1,353",46.824,-92.178,Minnesota
Lester Park,118823034,110041273,735,46.845,-92.00299999999999,Minnesota
Point O' Rocks,105988864,110041273,,46.783,-92.119,Minnesota
Whopee Wall,105988849,110041273,,46.771,-92.12,Minnesota
Ely's Peak,105841445,111642705,982,46.677,-92.25299999999999,Minnesota
Ice other than Casket,105913785,111642705,885,46.798,-92.098,Minnesota
Ennis Lake (Ely),107565414,105812481,30,47.976000000000006,-91.49799999999999,Minnesota
Forestview Middle School,119585903,105812481,"1,205",46.33,-94.279,Minnesota
Gooseberry Falls Area ICE (North Shore),106074306,105812481,741,47.143,-91.469,Minnesota
Gooseberry,106074309,106074306,,46.872,-91.949,Minnesota
Grand Marais Area Ice Climbs (North Shore),105930224,105812481,657,47.763999999999996,-90.28399999999999,Minnesota
Gunflint Trail,107216387,105812481,961,47.763000000000005,-90.34200000000001,Minnesota
The Hastings Pit,118574395,105812481,782,44.725,-92.844,Minnesota
He Mni Can - Barn Bluff (Red Wing),105812663,105812481,957,44.568999999999996,-92.52600000000001,Minnesota
Annadonia Area,105813076,105812663,922,44.568999999999996,-92.521,Minnesota
Cyclops Area,105813063,105812663,,44.568999999999996,-92.522,Minnesota
The East End,105813072,105812663,,44.568999999999996,-92.521,Minnesota
Large Roof Area,105813088,105812663,,44.57,-92.525,Minnesota
New Vice Area,105813082,105812663,947,44.57,-92.524,Minnesota
Perfect Crimb Area,105813079,105812663,959,44.57,-92.523,Minnesota
Winter Wall,105813066,105812663,895,44.568999999999996,-92.521,Minnesota
Interstate SP (Taylors Falls),105812647,105812481,690,45.398999999999994,-92.65100000000001,Minnesota
Angle Rock,105813131,105812647,683,45.398999999999994,-92.65100000000001,Minnesota
Boat Launch Boulder,114490234,105812647,736,45.398999999999994,-92.652,Minnesota
Delicate Dihedral,105813143,105812647,,45.398999999999994,-92.65100000000001,Minnesota
Devils Chair Area,108136825,105812647,777,45.398,-92.654,Minnesota
Interstate State Park Bouldering,110040689,105812647,"1,311",46.453,-93.12,Minnesota
The Boneyards,106385662,110040689,,45.398999999999994,-92.65100000000001,Minnesota
The Boonyards aka The B2 Pit,106434869,110040689,,45.398999999999994,-92.65100000000001,Minnesota
Boulder (Unknown name),106538621,110040689,,45.398999999999994,-92.65100000000001,Minnesota
Egg Boulder (no longer in existence),116637658,110040689,717,45.398,-92.652,Minnesota
Highway 8 Boulder,107846233,110040689,785,45.398,-92.654,Minnesota
Path Area,116682770,110040689,742,45.4,-92.65100000000001,Minnesota
Path to Got Me,108912497,110040689,,45.398999999999994,-92.65100000000001,Minnesota
The Pit (AKA Arm Pit),106385650,110040689,728,45.398999999999994,-92.65100000000001,Minnesota
Short and Stupid Boulder,110392498,110040689,742,45.398999999999994,-92.65100000000001,Minnesota
Sizzlefoot Wall,106385714,110040689,718,45.398999999999994,-92.65100000000001,Minnesota
Slicksides Pit,106385672,110040689,,45.398999999999994,-92.65100000000001,Minnesota
Warm Up Wall,109395478,110040689,745,45.4,-92.65100000000001,Minnesota
Keyhole Area,105813137,105812647,,45.398,-92.655,Minnesota
Minnesota Strip,105813134,105812647,782,45.398,-92.654,Minnesota
The Pit,105813125,105812647,738,45.398999999999994,-92.652,Minnesota
Pot Holes  Area,105813128,105812647,730,45.398999999999994,-92.65100000000001,Minnesota
Second Overlook,105813140,105812647,,45.398999999999994,-92.65100000000001,Minnesota
Tourist Rocks,105813122,105812647,751,45.4,-92.652,Minnesota
Upper Boat Dock Area,116980936,105812647,686,45.401,-92.65100000000001,Minnesota
Jeff's World (MN/CA border),106038055,105812481,"1,122",48.265,-92.488,Minnesota
Browns Bay,106038617,106038055,"1,151",48.368,-92.535,Minnesota
Crane Lake DWS,110758984,106038055,"1,122",48.273,-92.46600000000001,Minnesota
Crane Lake Wall,106038059,106038055,"1,248",48.31,-92.486,Minnesota
Emerald Wall,106038181,106038055,"1,274",48.395,-92.539,Minnesota
Government Bay,111093544,106038055,"1,127",48.28,-92.456,Minnesota
"Grandma' cabin, little vermillion lake",107300433,106038055,,48.288000000000004,-92.412,Minnesota
Jeff's World (Proper),106040382,106038055,"1,122",48.395,-92.40100000000001,Minnesota
M&M Hill - Crane Lake,110529722,106038055,"1,293",48.244,-92.46,Minnesota
C Section,110544057,110529722,"1,224",48.244,-92.461,Minnesota
The Slabs,110737676,110529722,,48.244,-92.46,Minnesota
Willie Wall,110534048,110529722,,48.242,-92.461,Minnesota
Mooselandia,112246356,106038055,"1,306",48.391000000000005,-92.40799999999999,Minnesota
Namakan DWS,106045637,106038055,"1,115",48.435,-92.494,Minnesota
Secret Lake and Warmup wall,106038957,106038055,"1,155",48.375,-92.415,Minnesota
Serenity Wall,111304792,106038055,"1,128",48.266999999999996,-92.463,Minnesota
Sunset Boulders,106052663,106038055,"1,115",48.352,-92.47200000000001,Minnesota
Swamp Wall,108415169,106038055,"1,301",48.39,-92.40799999999999,Minnesota
Vermillion Gorge,111094295,106038055,"1,159",48.27,-92.51899999999999,Minnesota
Boulders,111094303,111094295,,48.27,-92.51899999999999,Minnesota
A Nice Boulder,111094320,111094303,,48.27,-92.51899999999999,Minnesota
Ropes,111094459,111094295,,48.27,-92.51899999999999,Minnesota
North Gorge,111094467,111094459,,48.27,-92.51899999999999,Minnesota
South Gorge,111094463,111094459,,48.27,-92.51899999999999,Minnesota
Kawishiwi River  (BWCAW),106860096,105812481,"1,537",47.919,-91.197,Minnesota
Lake County Road 6 Area (North Shore),105812827,105812481,926,47.409,-91.126,Minnesota
Sawmill Creek Dome,105814867,105812827,,47.409,-91.126,Minnesota
Central Rocks,106137879,105814867,,47.409,-91.126,Minnesota
West Section,106138937,105814867,,47.409,-91.126,Minnesota
Section 13,105814863,105812827,"1,581",47.424,-91.155,Minnesota
Laurentian Divide Climbing Area,110991567,105812481,"1,584",47.576,-92.54299999999999,Minnesota
"Louisville Swamp Boulder (S/W Twin Cities Metro, near Shakopee)",106455068,105812481,720,44.718999999999994,-93.604,Minnesota
Lutsen Resort Bouldering,111042858,105812481,609,47.635,-90.71,Minnesota
Manitou River ICE (North Shore),106085782,105812481,808,47.445,-91.068,Minnesota
Mankato Area Bouldering (Mankato),106144218,105812481,794,44.17,-93.98,Minnesota
Judson Bottom Road,106144231,106144218,788,44.163000000000004,-94.04899999999999,Minnesota
Danger Boulder,106147785,106144231,,44.163000000000004,-94.04899999999999,Minnesota
Zot Boulders,106147779,106144231,,44.163000000000004,-94.042,Minnesota
Minneopa State Park Bouldering,106394933,106144218,825,44.148,-94.088,Minnesota
Rasmussen Woods Boulders,106144888,106144218,866,44.146,-94.016,Minnesota
The Lonely Boulder,106146017,106144888,,44.147,-94.014,Minnesota
Rasmussen West,106146030,106144888,,44.145,-94.01799999999999,Minnesota
Mankato Area ICE (Mankato),110041240,105812481,"1,184",45.89,-94.57,Minnesota
Crevasse Falls,107018065,110041240,981,44.115,-94.10799999999999,Minnesota
Devil's Drip aka Devil's Gorge,106991898,110041240,958,44.111000000000004,-94.109,Minnesota
The Hay Loft,107015320,110041240,921,44.113,-94.10799999999999,Minnesota
Minnejujuwaha Falls,107018200,110041240,,45.89,-94.57,Minnesota
Minnemishinona Falls,106991080,110041240,827,44.17,-94.085,Minnesota
Minneopa Falls (Minneopa State Park),106361668,110041240,,45.89,-94.57,Minnesota
Rapidan Falls,107009940,110041240,932,44.1,-94.111,Minnesota
Tripple Falls,107018163,110041240,843,44.117,-94.11399999999999,Minnesota
Memorial Park (Red Wing),109476776,105812481,"1,043",44.56100000000001,-92.521,Minnesota
Nothing New Under the Sun -,118776782,105812481,825,44.985,-93.274,Minnesota
Quarry Park (St. Cloud),106179598,105812481,"1,091",45.536,-94.242,Minnesota
The Road Side Boulder,113435773,105812481,"1,386",47.794,-92.37100000000001,Minnesota
Sandstone,109253227,105812481,"1,068",46.126999999999995,-92.87,Minnesota
Robinson Park,105812719,109253227,"1,090",46.135,-92.859,Minnesota
Diagonals Wall,106915998,105812719,"1,022",46.137,-92.86,Minnesota
Main Flow Area,106915988,105812719,,46.135,-92.859,Minnesota
Relationship Wall,106916007,105812719,983,46.13399999999999,-92.859,Minnesota
Robinson Park Bouldering,110040869,105812719,988,46.131,-92.85799999999999,Minnesota
License Plate Boulder,107826112,110040869,,46.131,-92.85799999999999,Minnesota
The Lost Boys Boulders,108431697,110040869,980,46.129,-92.85799999999999,Minnesota
Pump House Boulders,108430442,110040869,991,46.133,-92.85799999999999,Minnesota
Roadside,109505990,110040869,998,46.132,-92.85799999999999,Minnesota
Sax Wall,106916010,105812719,"1,023",46.137,-92.859,Minnesota
Sigma Wall,106916001,105812719,,46.137,-92.86,Minnesota
Robinson Park ICE (Sandstone),106915985,109253227,"1,184",45.89,-94.57,Minnesota
Diagonals Wall,108625837,106915985,,45.89,-94.57,Minnesota
Drill Hole,106916032,106915985,,45.89,-94.57,Minnesota
The Land of the Lorax,108414159,106915985,974,46.13399999999999,-92.85799999999999,Minnesota
Light Wall,114033015,106915985,980,46.135,-92.86,Minnesota
Lower Schoolroom,116176271,106915985,"1,044",46.13399999999999,-92.86,Minnesota
Main Flow Area,106916013,106915985,,45.89,-94.57,Minnesota
Pump House Pit,116176447,106915985,"1,002",46.133,-92.85799999999999,Minnesota
Reservoir Dogs,106916016,106915985,,45.89,-94.57,Minnesota
Sax Wall,106916026,106915985,,45.89,-94.57,Minnesota
Soggy Bottoms Wall,106916652,106915985,,45.89,-94.57,Minnesota
The Stage Wall,114032935,106915985,990,46.13399999999999,-92.859,Minnesota
Upper Schoolroom,116526902,106915985,"1,011",46.13399999999999,-92.859,Minnesota
Sandstone Bouldering,110040864,109253227,"1,111",46.143,-92.846,Minnesota
Eldon,109255860,110040864,964,46.133,-92.85600000000001,Minnesota
Sawmill Creek Dome,110040718,105812481,"1,368",47.409,-91.16,Minnesota
Picnic Rock,105889575,110040718,"1,502",47.403,-91.164,Minnesota
Reach Around Boulders,111056538,110040718,"1,475",47.401,-91.162,Minnesota
Underbelly Boulder,107143580,110040718,,47.409,-91.16,Minnesota
Silver Bay Ice,118271503,105812481,780,47.303000000000004,-91.25200000000001,Minnesota
"Silver Bay, Eleanor Road Side Crag",113427740,105812481,600,47.284,-91.258,Minnesota
Silver Creek Tunnel Area (North Shore),114259227,105812481,749,47.095,-91.552,Minnesota
Silver Creek Tunnel,106074369,114259227,,46.872,-91.949,Minnesota
Silver Creek Tunnel ICE,114259266,114259227,783,47.096000000000004,-91.552,Minnesota
Silver Creek Tunnel Rock,114259259,114259227,783,47.096000000000004,-91.552,Minnesota
Stillwater Ice (Stillwater),105956275,105812481,740,45.07899999999999,-92.786,Minnesota
Stockton Train Bridge Bouldering,106967775,105812481,892,43.997,-91.81200000000001,Minnesota
Swede's Forest Boulders,106600470,105812481,931,44.663000000000004,-95.32,Minnesota
Dead Leaves Boulder.,106602885,106600470,,44.663000000000004,-95.32,Minnesota
Kung Fu Boulders,106600473,106600470,,44.663000000000004,-95.32,Minnesota
Bacon Boulder,107146728,106600473,,44.663000000000004,-95.32,Minnesota
Bruce Lee Wall,107257504,106600473,,44.663000000000004,-95.32,Minnesota
Jet Lee Wall,107279562,106600473,,44.663000000000004,-95.32,Minnesota
Judo Wall,107351524,106600473,,44.663000000000004,-95.32,Minnesota
Mission Impossible Boulder,107146722,106600473,,44.663000000000004,-95.32,Minnesota
Wee Munter Wall,107146717,106600473,,44.663000000000004,-95.32,Minnesota
The Lake Boulder,107131796,106600470,898,44.691,-95.367,Minnesota
Lake Quarry,106791197,106600470,,44.663000000000004,-95.32,Minnesota
Sheep Bones Area,107131859,106600470,921,44.69,-95.368,Minnesota
Skink Boulders,107131892,106600470,963,44.688,-95.365,Minnesota
Monkey Wrench Boulder,107132007,107131892,,44.688,-95.365,Minnesota
Sitting Skink,107132074,107131892,,44.688,-95.365,Minnesota
Skink's Palace Boulder,107131905,107131892,,44.688,-95.365,Minnesota
Temp Area 1,120030075,105812481,177,47.423,-90.249,Minnesota
Double X Boulder,120035790,120030075,177,47.423,-90.249,Minnesota
Temp Boulder 1,120030114,120030075,177,47.423,-90.249,Minnesota
Temperance River SP (North Shore),105812786,105812481,"1,389",47.583,-90.861,Minnesota
Carlton Peak,105814854,105812786,"1,492",47.583999999999996,-90.861,Minnesota
Carlton Peak Quarry,119724352,105814854,"1,276",47.583999999999996,-90.85600000000001,Minnesota
South Buttress,105874791,105814854,,47.583999999999996,-90.861,Minnesota
South Face,106487640,105814854,,47.583999999999996,-90.861,Minnesota
West Face,105871284,105814854,,47.583999999999996,-90.861,Minnesota
Temperance River State Park (North Shore),110040845,105812786,"1,078",47.593,-90.852,Minnesota
Carlton Peak,110040852,110040845,"1,078",47.593,-90.852,Minnesota
Carlton Boulder,108274579,110040852,"1,331",47.583,-90.86200000000001,Minnesota
Tettegouche SP (North Shore),105812783,105812481,"1,391",47.383,-91.19200000000001,Minnesota
Palisade Head,105814857,105812783,738,47.32,-91.211,Minnesota
Palisade Head ICE,110035858,105812783,"1,184",45.89,-94.57,Minnesota
Shovel Point,105814860,105812783,602,47.339,-91.18799999999999,Minnesota
Twin Cities Ice (MSP/STP),106240580,105812481,804,44.968,-93.25299999999999,Minnesota
Crosby Park,106240786,106240580,767,44.905,-93.15299999999999,Minnesota
Franklin Street Bridge Ice,106348585,106240580,808,44.965,-93.22200000000001,Minnesota
Lilydale Park aka The Brickyards,106240611,106240580,969,44.928000000000004,-93.10600000000001,Minnesota
East Clay Pit,106240649,106240611,,44.928000000000004,-93.10600000000001,Minnesota
Ice Bouldering Area,106240672,106240611,,44.928000000000004,-93.10600000000001,Minnesota
ivy falls,106655942,106240611,,44.928000000000004,-93.10600000000001,Minnesota
Middle Clay Pit,106240637,106240611,,44.928000000000004,-93.10600000000001,Minnesota
West Clay Pit,106240646,106240611,,44.928000000000004,-93.10600000000001,Minnesota
Shadow Falls,106240830,106240580,,44.968,-93.25399999999999,Minnesota
The WAZ Boulders (Rochester),106049516,105812481,200,46.453,-93.12,Minnesota
Winona Downtown Boulders,119851704,105812481,657,44.053999999999995,-91.634,Minnesota
Large Boulder,119851827,119851704,657,44.053999999999995,-91.634,Minnesota
Small Boulder,119851809,119851704,657,44.053999999999995,-91.634,Minnesota
Winona Ice Park,114140320,105812481,998,44.031000000000006,-91.633,Minnesota
"Winona, Sugar Loaf",106797331,105812481,"1,058",44.028,-91.62700000000001,Minnesota
Wolf Ridge ELC Area (North Shore),105814870,105812481,"1,212",47.385,-91.197,Minnesota
Mystical Mountain Zone,105991608,105814870,,47.385,-91.197,Minnesota
Wolf Lake Set / Johnson Lake Set,105991603,105814870,,47.385,-91.197,Minnesota
Missouri,105899020,0,776,38.961999999999996,-92.321,Missouri
CM: Andromeda,105960135,105899020,595,38.936,-92.509,Missouri
Sandstone Slab,105960138,105960135,704,38.936,-92.509,Missouri
Andromeda Buttress,118976120,105960135,596,38.936,-92.509,Missouri
Katy Cliff,105960551,105960135,641,38.935,-92.508,Missouri
Kawagunga Buttress,112480303,105960135,654,38.934,-92.507,Missouri
CM: Capen Park,112174236,105899020,669,38.931,-92.321,Missouri
The Drive-In,112174248,112174236,625,38.928000000000004,-92.322,Missouri
Main Area,112174256,112174236,627,38.93,-92.321,Missouri
Walk Down Area,112174244,112174236,617,38.929,-92.323,Missouri
CM: Cedar Creek,107896416,105899020,662,38.818000000000005,-92.14399999999999,Missouri
Cedar Creek Main Bluff,112117915,107896416,759,38.818000000000005,-92.13799999999999,Missouri
Devil's  Backbone Sandstone,112117898,107896416,699,38.806999999999995,-92.15100000000001,Missouri
Horseshoe Bend,112338152,107896416,787,38.805,-92.152,Missouri
The Slabs,112338200,112338152,700,38.804,-92.154,Missouri
CM: Devils Elbow,113580243,105899020,862,37.848,-92.059,Missouri
Ampitheater Area,118193453,113580243,852,37.848,-92.059,Missouri
Approach Trail,119657946,113580243,819,37.848,-92.059,Missouri
Classroom Area,118193464,113580243,900,37.847,-92.05799999999999,Missouri
River Bend,118193507,113580243,856,37.847,-92.057,Missouri
Top Roping,118193513,113580243,875,37.848,-92.05799999999999,Missouri
"CM: Henley, Forgotten Wall",107394399,105899020,702,38.34,-92.295,Missouri
CM: Hermann Roadside Park,113857211,105899020,847,38.68,-91.43700000000001,Missouri
North Wall Area,113857279,113857211,822,38.68,-91.43700000000001,Missouri
The Love Pillar,113943360,113857279,821,38.681,-91.43700000000001,Missouri
North Cave,113940687,113857279,824,38.681,-91.43700000000001,Missouri
Forehead Slab,113943433,113857279,832,38.68,-91.43700000000001,Missouri
Ramp Area Boulders,113857253,113857211,835,38.68,-91.43700000000001,Missouri
Dog Walk Down,114025402,113857253,831,38.679,-91.43799999999999,Missouri
South Wall Area,113857303,113857211,811,38.679,-91.43700000000001,Missouri
South Cave,113940703,113857303,823,38.679,-91.43700000000001,Missouri
High Ball Wall,114025294,113857303,816,38.679,-91.43700000000001,Missouri
CM: Paddy Creek Wilderness,113901772,105899020,908,37.559,-92.046,Missouri
Boiling Springs,113928134,113901772,"1,182",37.461999999999996,-91.98899999999999,Missouri
CM: Jacktar Hollow,119925887,113901772,"1,199",37.481,-92.001,Missouri
Golden Eye Area,117967315,113901772,"1,019",37.553000000000004,-92.068,Missouri
Upper Trail Area,118201228,113901772,"1,254",37.545,-92.046,Missouri
CM: Panther Bluff,114172205,105899020,699,37.321,-91.402,Missouri
North Side,114172221,114172205,775,37.321999999999996,-91.402,Missouri
South Side,114172231,114172205,772,37.321999999999996,-91.402,Missouri
CM: Providence,112174683,105899020,565,38.836,-92.406,Missouri
North Area,112174691,112174683,594,38.84,-92.40899999999999,Missouri
Battress Area,112174688,112174691,610,38.844,-92.413,Missouri
Primal Wall,112384258,112174691,679,38.839,-92.40700000000001,Missouri
Spire Area,112174723,112174691,718,38.841,-92.40899999999999,Missouri
Artifact Wall,112338017,112174723,734,38.84,-92.40799999999999,Missouri
Fowl Slabs,112373336,112174723,732,38.84,-92.40799999999999,Missouri
Scarface Wall,112363235,112174723,708,38.84,-92.40799999999999,Missouri
The Spire,112337955,112174723,701,38.841,-92.40899999999999,Missouri
Turtle Wall,112174749,112174691,709,38.846,-92.415,Missouri
Providence Main Wall,112174697,112174683,604,38.835,-92.40299999999999,Missouri
South Area,112174705,112174683,720,38.833,-92.4,Missouri
CM: Reform Rock,111110315,105899020,539,38.794000000000004,-91.865,Missouri
CM: Rocheport,113851263,105899020,591,38.978,-92.561,Missouri
CM: Roubidoux spring,118689251,105899020,789,37.825,-92.20100000000001,Missouri
CM: Scheuler's Ferry,107896109,105899020,576,38.34,-92.22399999999999,Missouri
"Bluff One ""Dihedral Area""",110956447,107896109,710,38.343,-92.226,Missouri
Bluff One - The Amphitheater,108305051,107896109,674,38.343,-92.226,Missouri
Bluff Two,115354395,107896109,624,38.343,-92.227,Missouri
CM: Wilton,107896253,105899020,571,38.751999999999995,-92.375,Missouri
[Redacted],115789735,107896253,746,38.756,-92.376,Missouri
Cro-Magnon Cave,112416779,107896253,683,38.754,-92.376,Missouri
Meadows Area,108299274,107896253,733,38.759,-92.37700000000001,Missouri
South Wilton,110551918,107896253,751,38.755,-92.375,Missouri
The Sport Wall,108288775,107896253,720,38.76,-92.37799999999999,Missouri
Sunlight Area,113847550,107896253,763,38.757,-92.376,Missouri
Three Roofs Wall,113851192,107896253,742,38.758,-92.37700000000001,Missouri
EM: Al Foster Boulder,116212194,105899020,473,38.543,-90.62100000000001,Missouri
EM: Amidon,110961807,105899020,744,37.569,-90.155,Missouri
Area 2,112928595,110961807,750,37.569,-90.15,Missouri
Bikini Bottom,112928579,110961807,737,37.569,-90.15100000000001,Missouri
Castor Blaster Wall,112914318,110961807,728,37.569,-90.15100000000001,Missouri
Creek Boulder,112928895,110961807,724,37.569,-90.149,Missouri
Deep Woods Boulder,112928814,110961807,754,37.569,-90.15,Missouri
Hatchet Head Boulder,112928184,110961807,745,37.569,-90.15,Missouri
Illegal Alien Boulder,112928469,110961807,732,37.569,-90.15100000000001,Missouri
The Pinnacle,112928651,110961807,744,37.569,-90.15,Missouri
The Secret Valley of Amidon,113061769,110961807,711,37.567,-90.15,Missouri
River left,113061817,113061769,733,37.567,-90.149,Missouri
Jazz Boulder,116584378,113061817,729,37.566,-90.149,Missouri
Scattershot Area,116553974,113061817,721,37.567,-90.149,Missouri
The Shelf,116567540,113061817,769,37.566,-90.149,Missouri
River right,113061789,113061769,766,37.568000000000005,-90.15,Missouri
The Aerie,116567783,113061789,793,37.567,-90.15,Missouri
Backslash Boulders,116537978,113061789,777,37.567,-90.15,Missouri
Bulls-eye Boulder,113061850,113061789,763,37.568000000000005,-90.15,Missouri
The Cut Boulder,116537665,113061789,792,37.567,-90.15,Missouri
Down and Dirty Boulder,116512282,113061789,791,37.568000000000005,-90.15,Missouri
Gallows Boulders,116569381,113061789,800,37.567,-90.15,Missouri
Mossman Boulders,116536937,113061789,771,37.567,-90.15,Missouri
Wereslab Boulder,116509048,113061789,774,37.568000000000005,-90.15,Missouri
