area_name,area_id,parent_id,elevation,latitude,longitude,state
Front Block,107898048,107898041,"4,400",37.416,-118.45,California
The Hall of Mirrors,107898101,107898041,"4,400",37.416,-118.45,California
King Louis,107898096,107898041,"4,400",37.416,-118.45,California
Maximilien Buttress,107898057,107898041,"4,400",37.416,-118.45,California
Hand to Hand Combat Area,107045533,106068416,"4,500",37.416,-118.45,California
Captain Hook Alcove,107541987,107045533,"4,500",37.416,-118.45,California
Hand to Hand Combat Wall,106279723,107045533,"4,500",37.416,-118.45,California
Powis Boulder,107045574,107045533,"4,500",37.416,-118.45,California
Sabres of Paradise,106330631,106068416,"4,505",37.416,-118.45,California
Toxic Avenger Area,106070988,106068416,"4,500",37.416,-118.45,California
Sad Boulders,106068462,106094717,"4,196",37.418,-118.433,California
Birth of the Cool Area,106322931,106068462,"4,210",37.418,-118.434,California
Brown Slab,106108621,106068462,"4,500",37.419,-118.434,California
Bruiser Boulder,116069972,106068462,"4,196",37.418,-118.433,California
Central Joyless Area,106108562,106068462,"4,500",37.418,-118.433,California
Death Star Cave,106617215,106068462,"4,409",37.42,-118.434,California
Dragon Cave,112513067,106068462,"4,720",37.338,-118.474,California
Eastern Rim,114171142,106068462,"4,458",37.421,-118.433,California
The Extrapolator Boulder,114171226,114171142,"4,459",37.42,-118.433,California
Pocket Traverse Boulder,114171278,114171142,"4,449",37.421,-118.433,California
Humpty Dumpty Area,106322937,106068462,,37.418,-118.433,California
Ice Caves,106068465,106068462,"4,425",37.423,-118.434,California
"Ice Caves, Outer Area",106637330,106068462,"4,300",37.422,-118.434,California
Chef's Boulder - East Side,106669731,106637330,"4,000",37.422,-118.434,California
Crack Boulder,106669698,106637330,"4,000",37.422,-118.434,California
Eastern Rim,106669737,106637330,"4,000",37.422,-118.434,California
Emma's Boulder,106669693,106637330,"4,000",37.422,-118.434,California
Hauck a Loogie Boulder,106637333,106637330,"4,300",37.422,-118.434,California
The Hot Pants Boulder,106669727,106637330,"4,000",37.422,-118.434,California
Short Arete Boulders,106669657,106637330,"4,000",37.422,-118.434,California
Shorty Boulder,106669869,106637330,"4,000",37.422,-118.434,California
Kindergarten Area,106915394,106068462,"4,000",37.423,-118.434,California
Beano Boulder,106915522,106915394,"4,000",37.423,-118.435,California
Mr Frosty Cave,106915417,106915394,"4,000",37.423,-118.434,California
Parking Boulder,106915399,106915394,"4,000",37.423,-118.434,California
Psycho Billy Boulder,106915511,106915394,"4,000",37.423,-118.434,California
Rim Job Boulder,106915485,106915394,"4,000",37.423,-118.434,California
Slunk Boulder,106915454,106915394,"4,000",37.423,-118.435,California
Tim's Highball Boulder,106915449,106915394,"4,000",37.422,-118.435,California
Kung-Fu Area,107018081,106068462,"4,359",37.419,-118.434,California
Big Kipper Boulder,107566449,107018081,"4,373",37.42,-118.434,California
Big Slab Boulder,107018204,107018081,,37.419,-118.434,California
Boneless Herring Boulder,107018103,107018081,,37.419,-118.434,California
Cow Skull Boulder,107091527,107018081,,37.419,-118.434,California
Kung-Fu Grip Boulder,107018178,107018081,,37.419,-118.434,California
Space Suit Boulder,107018157,107018081,,37.419,-118.434,California
Los Locos Area,106340937,106068462,,37.418,-118.433,California
Misery Area,106669629,106068462,"4,000",37.421,-118.434,California
Flake Boulder,106322884,106669629,,37.418,-118.433,California
Misery Cave,106322874,106669629,,37.421,-118.434,California
Misery Cave North Entrance,106669634,106669629,"4,000",37.418,-118.433,California
White House Wall,116664964,106669629,"4,465",37.42,-118.433,California
Molly Area,106094739,106068462,"4,402",37.421,-118.434,California
Pow Pow Area,106643052,106068462,"4,467",37.421,-118.433,California
Pow Pow Alcove,106068476,106643052,,37.421,-118.433,California
Sun Spot Boulder,106669597,106643052,"4,000",37.421,-118.434,California
Water Colors Alcove,106643057,106643052,,37.421,-118.433,California
Prozac Nation Bluffs,106322889,106068462,"4,455",37.423,-118.433,California
Bomber Boulders,106642950,106322889,"4,000",37.423,-118.433,California
Celexa Boulder,106322919,106322889,,37.423,-118.433,California
Crystal Boulder,106322901,106322889,,37.423,-118.433,California
Jerry Falwell Boulder,106642806,106322889,"4,000",37.423,-118.433,California
Pop-a-Wheelie Boulder,106322892,106322889,,37.423,-118.433,California
Prozac Nation Boulder,106322906,106322889,,37.423,-118.433,California
The Snapper Boulder,106322896,106322889,,37.423,-118.433,California
Talk Talk Boulder,106642908,106322889,"4,000",37.423,-118.433,California
Valium Boulder,106642927,106322889,"4,000",37.423,-118.433,California
Rio's Crack Area,106340965,106068462,"4,399",37.42,-118.434,California
Sad Parrot Area,106731571,106068462,"4,461",37.422,-118.433,California
Bertie Blunt,106731605,106731571,"4,000",37.422,-118.433,California
The Bird Cage Boulder,106731585,106731571,"4,000",37.422,-118.433,California
Norwegian Blue Boulder,106731611,106731571,"4,000",37.422,-118.433,California
Parrot Fashion Boulder,106731600,106731571,"4,000",37.422,-118.433,California
Sad Parrot Boulder,106731618,106731571,"4,000",37.422,-118.433,California
South Arete Boulder,106739970,106731571,"4,000",37.422,-118.433,California
Strength in Numbers Area,106068935,106068462,"4,414",37.422,-118.433,California
Wheeler Crest,107136003,106064825,"12,577",37.418,-118.698,California
Fifth Canyon,112372842,107136003,"6,516",37.466,-118.648,California
Grey Towers,107297297,107136003,"7,400",37.457,-118.653,California
Mayfield Canyon Towers,111185450,107136003,"7,500",37.453,-118.651,California
Bedrock Tower,111310285,111185450,"6,800",37.456,-118.648,California
Hot Tuna Tower,111185458,111185450,"8,162",37.452,-118.654,California
Soaring Eagle Tower,111185608,111185450,"7,565",37.453,-118.651,California
Tower of Babel,114071112,111185450,"7,105",37.456,-118.649,California
Neptune Tower,111229283,107136003,"9,250",37.442,-118.659,California
Sixth Canyon,112372880,107136003,"6,034",37.477,-118.645,California
Wells Peak / Rabbit Ears,108166035,107136003,"7,000",37.428,-118.643,California
Central Owens Valley,108087983,105798288,"3,862",36.916,-118.246,California
Crystal Ridge,108087991,108087983,"4,132",36.939,-118.165,California
The Lower Block,114055139,108087991,"4,090",36.937,-118.162,California
The Upper Block,114055116,108087991,"4,145",36.939,-118.162,California
Warm Up Boulder,114055105,108087991,"4,171",36.939,-118.161,California
White Rhino Area,114055177,108087991,"4,438",36.947,-118.156,California
Eastern Hills,106064838,105798288,"6,800",37.76,-118.664,California
Benton Crags,105803484,106064838,"7,900",37.73,-118.567,California
Clock Rock,117107003,105803484,"7,936",37.729,-118.565,California
Corral (and Double Dome),107289673,105803484,"7,900",37.73,-118.567,California
Crocodile Rock,105899347,105803484,"7,871",37.729,-118.568,California
Junk Food Rock,105881523,105803484,"7,946",37.732,-118.568,California
Left-Side,105881526,105881523,,37.732,-118.568,California
Right-Side,105881532,105881523,,37.732,-118.568,California
Locals Only Rock,105881494,105803484,"7,843",37.732,-118.568,California
Lost Piton Rock,105987683,105803484,"7,900",37.728,-118.566,California
Olduvai Rock,117110419,105803484,"7,961",37.729,-118.567,California
Psycho Killer Rock,105881519,105803484,"7,858",37.731,-118.568,California
Wave Rock,111891003,105803484,"7,818",37.728,-118.566,California
Sagehen Summit Area,105881538,106064838,"7,800",37.891,-118.865,California
Dexter Canyon,105881554,105881538,"8,188",37.835,-118.783,California
Bowling for Keeps Cliff,105882414,105881554,,37.835,-118.783,California
Clark Kent Cliff,105882408,105881554,,37.835,-118.783,California
Dollar Short Cliff,105882402,105881554,,37.835,-118.783,California
Door into Summer Cliff,105882405,105881554,,37.835,-118.783,California
Gravity Wall,105882411,105881554,,37.835,-118.783,California
Vapor Lock Cliff,105881557,105881554,,37.835,-118.783,California
Granite Basin,105881541,105881538,"7,700",37.908,-118.814,California
East Face,105882390,105881541,"7,726",37.909,-118.815,California
East Tower,105882393,105881541,"7,718",37.909,-118.815,California
Northeast Face,105882397,105881541,"7,904",37.91,-118.816,California
P-Funkamerika Dome South Face,113431782,105881541,"7,680",37.907,-118.816,California
South Face,105881545,105881541,,37.908,-118.814,California
Waterfall Alcove,105882755,105881541,"7,666",37.908,-118.815,California
Fossil Falls,109857674,105798288,"3,300",35.972,-117.911,California
Black Planets,111433970,109857674,"2,780",35.898,-117.894,California
Main Area,111433989,111433970,"2,802",35.899,-117.895,California
Parking Lot Cliffs,111433996,111433970,"2,779",35.899,-117.896,California
Lower Falls,112345765,109857674,"3,215",35.97,-117.909,California
Upper Falls,110896363,109857674,"3,300",35.97,-117.909,California
Indian Wells Canyon,107329966,105798288,"5,000",35.716,-117.974,California
Breakfast Crags,107330428,107329966,"4,000",35.685,-117.89,California
"Behind ""Breakfast Crags""",118774825,107330428,"3,941",35.686,-117.891,California
Count Chossula,107330446,107330428,"4,000",35.686,-117.89,California
Green Eggs and Ham,107507948,107330428,"3,900",35.686,-117.891,California
Five Fingers,107959844,107329966,"5,000",35.689,-117.909,California
Heller Rocks,108150589,107329966,"4,544",35.666,-117.92,California
Cave Rock,108150610,108150589,"4,506",35.665,-117.92,California
Chimney Rock,108908164,108150589,"4,578",35.665,-117.919,California
Hollow Rock,108908337,108150589,"4,549",35.666,-117.92,California
Rattlesnake Rock,108908143,108150589,"4,588",35.665,-117.919,California
Rib Rock,108908323,108150589,"4,554",35.666,-117.92,California
Owens Ridge,107330078,107329966,"5,000",35.727,-117.967,California
Owens Ridge North Face,107330127,107330078,"6,300",35.727,-117.967,California
Rock II - North Face,107330172,107330127,"6,300",35.727,-117.967,California
Owens Ridge South Face,107330110,107330078,"5,800",35.727,-117.967,California
June Lake Area,106064816,105798288,"7,600",37.781,-119.076,California
June Lake Bouldering,106047126,106064816,"7,600",37.778,-119.077,California
Aeolian Buttes,105898111,106047126,"7,400",37.851,-119.075,California
"""Stone Crusade"" Boulders",105898233,105898111,"7,400",37.856,-119.075,California
Chesnuski Boulders,105898264,105898111,"7,393",37.853,-119.073,California
Aspen boulders,108389304,106047126,"7,245",37.772,-119.119,California
Bachar Boulders,106047133,106047126,"7,600",37.825,-119.054,California
Central Sector,106047250,106047133,"7,600",37.826,-119.055,California
Left Sector,106047240,106047133,"7,600",37.826,-119.055,California
Right Sector,106048571,106047133,"7,600",37.826,-119.054,California
Deadman Summit,106159406,106047126,"7,900",37.765,-119.009,California
Deadman I,106185342,106159406,"7,900",37.767,-119.004,California
Center Block,106185356,106185342,"7,900",37.767,-119.003,California
Left Wing,106185346,106185342,"7,900",37.767,-119.003,California
Right Wing,106185421,106185342,"7,900",37.767,-119.003,California
Deadman II,118771259,106159406,"7,976",37.769,-119.009,California
Right Side,118817042,118771259,"7,975",37.769,-119.009,California
Sub-Sector 1 (Undercling Problem Area),118771348,118771259,"7,975",37.769,-119.009,California
Sub-Sector 2 (Central Area),118817001,118771259,"7,975",37.769,-119.009,California
Sub-Sector 3 (Smooth Wall Area),118816908,118771259,"7,975",37.769,-119.009,California
Deadman IV,106185447,106159406,"8,000",37.768,-119.011,California
Fault Line,118792362,106047126,"8,044",37.787,-118.975,California
Highball Wall,118792399,118792362,"8,045",37.787,-118.975,California
Schneider's Roof Area,118819946,118792362,"8,045",37.787,-118.975,California
Hartley Springs,108162038,106047126,"8,200",37.798,-119.046,California
Fury Area,108207985,108162038,"8,200",37.796,-119.046,California
Fury Boulder,108207990,108207985,"8,200",37.796,-119.046,California
Judgement Day Boulder,108208003,108207985,"8,200",37.796,-119.046,California
Mad Max Area,108207051,108162038,"8,200",37.799,-119.045,California
1st Boulder,108207056,108207051,"8,200",37.799,-119.045,California
2nd Boulder,108207072,108207051,"8,200",37.799,-119.045,California
3rd Boulder,108207122,108207051,"8,200",37.799,-119.045,California
4th Boulder,108207142,108207051,"8,200",37.799,-119.045,California
5th Boulder,108207159,108207051,"8,200",37.799,-119.045,California
"Blood, Sweat and Beer Boulder",108207200,108207051,"8,200",37.799,-119.045,California
Mad Max Boulder,108207230,108207051,"8,200",37.799,-119.045,California
No Hope / Big Ballin' Area,108207857,108162038,"8,200",37.796,-119.046,California
Big Ballin' Boulder,108207877,108207857,"8,200",37.796,-119.046,California
No Hope Boulder,108207918,108207857,"8,200",37.796,-119.046,California
Razor Back Area,110200441,108162038,"8,200",37.792,-119.044,California
Baby Back Boulder,110200463,110200441,"8,200",37.792,-119.044,California
Disintegration Boulder,110200444,110200441,"8,200",37.792,-119.044,California
Road Boulder Area,108162119,108162038,"8,200",37.796,-119.046,California
Northwest Face,118996203,108162119,"8,228",37.796,-119.046,California
South East Face,108162134,108162119,"8,200",37.796,-119.046,California
The Unknown Soldier Area,108208010,108162038,"8,200",37.795,-119.046,California
19th Boulder,108208018,108208010,"8,200",37.795,-119.046,California
Blue Spot Boulder,110200403,108208010,"8,200",37.795,-119.046,California
Southern Flank Boulder,110200421,108208010,"9,200",37.794,-119.046,California
Toy Soldier Boulder,110200370,108208010,"8,200",37.795,-119.046,California
Unknown Soldier Boulder,108208015,108208010,"8,200",37.795,-119.047,California
Warm Up Area,108162071,108162038,"8,200",37.797,-119.046,California
Big Kitty Boulder,108162091,108162071,"8,200",37.797,-119.045,California
Warm Up Boulder,108162082,108162071,"8,200",37.797,-119.046,California
Warm Up Ridge,108162154,108162038,"8,200",37.797,-119.046,California
Big Reach Arete Boulder,108162163,108162154,"8,200",37.797,-119.046,California
Double Dragon Boulder,108162211,108162154,"8,200",37.797,-119.046,California
Muffin Tops Boulder,108162196,108162154,"8,200",37.797,-119.046,California
VB Boulder,108162176,108162154,"8,200",37.797,-119.046,California
North Shore Drive,110581215,106047126,"7,600",37.788,-119.083,California
The Ghetto,108316467,110581215,"7,600",37.794,-119.082,California
Cresent Face Boulder,108406272,108316467,"7,948",37.793,-119.081,California
Diamond Arete Boulder,108316516,108316467,"7,600",37.793,-119.082,California
Dopeman Boulder,108316598,108316467,"7,600",37.793,-119.081,California
High On Crack Boulder,108316583,108316467,"7,600",37.793,-119.084,California
Hump Boulder,108316540,108316467,"7,600",37.792,-119.083,California
Middle Boulder,108316475,108316467,"7,600",37.793,-119.083,California
Riding Dirty Boulder,119143165,108316467,"7,933",37.794,-119.082,California
Upper Boulder,108316576,108316467,"7,600",37.792,-119.084,California
Ice Cream Boulders,106262383,110581215,"7,800",37.801,-119.08,California
1st Boulder,109084930,106262383,"7,600",37.801,-119.08,California
Boulder with a View,106262515,106262383,"7,800",37.8,-119.079,California
Power Boulder,106262490,106262383,"7,800",37.801,-119.079,California
Slab Boulder,106262386,106262383,"7,800",37.801,-119.08,California
Tiger Boulder,110581228,110581215,"7,600",37.778,-119.09,California
Sasquatch Patch,110563736,106047126,"7,800",37.766,-119.095,California
Gigantopithecus Boulder,110563776,110563736,"7,800",37.766,-119.095,California
Sasquatch Boulder,110563752,110563736,"7,800",37.766,-119.094,California
Wasted Boulder,110563757,110563736,"7,800",37.767,-119.094,California
Carson Peak,114023407,106064816,"10,870",37.747,-119.124,California
Carson Peak Alpine,114090430,114023407,"10,869",37.747,-119.124,California
Carson Peak Ice,114023420,114023407,"8,272",37.755,-119.12,California
Family Wall,111106441,106064816,"7,566",37.774,-119.13,California
Gull Buttress,113779483,106064816,"7,790",37.77,-119.098,California
Smooth Buttress,114958703,113779483,"7,732",37.77,-119.098,California
Horsetail Falls,108571256,106064816,"8,000",37.762,-119.128,California
June Lake Slabs,108391633,106064816,"7,960",37.791,-119.082,California
The Landing Strip,108219525,106064816,,37.808,-119.106,California
Lion's Den,106570946,106064816,"7,700",37.781,-119.076,California
Roadside Ice,107038556,106064816,"7,245",37.767,-119.124,California
Rush,112059043,106064816,"7,300",37.813,-119.108,California
1-Farquhar,112059057,112059043,"7,190",37.814,-119.108,California
2-Rowell,112069304,112059043,"7,213",37.814,-119.108,California
3-Dawson,112069326,112059043,"7,227",37.813,-119.108,California
4-Clyde,112069360,112059043,"7,235",37.813,-119.108,California
5-Brower,112059068,112059043,"7,257",37.813,-119.108,California
6-Sharma,112069377,112059043,"7,256",37.812,-119.107,California
7-Hill,112069151,112059043,"7,269",37.812,-119.107,California
8-Dostie,112059075,112059043,"7,315",37.811,-119.107,California
9-Chouinard,112069260,112059043,"7,382",37.811,-119.107,California
Grimsel (north),112069439,112059043,"7,300",37.814,-119.107,California
1-Handegg,112069572,112069439,"7,300",37.814,-119.107,California
2-Gerstenegg,112069592,112069439,"7,297",37.814,-119.107,California
3-Eldorado,112069606,112069439,"7,300",37.814,-119.107,California
upper wall,112069419,112059043,"7,567",37.812,-119.107,California
Highlights,112085030,112069419,"7,450",37.812,-119.107,California
Schoerner Wall,119525645,106064816,"8,280",37.765,-119.131,California
Silver Lake,112287798,106064816,"7,400",37.773,-119.128,California
0-Bachar,112306063,112287798,"7,413",37.771,-119.127,California
1-Croft,112290235,112287798,"7,387",37.772,-119.127,California
2-Robinson,112290187,112287798,"7,435",37.772,-119.128,California
3-Talsky,112288464,112287798,"7,382",37.773,-119.128,California
4-Search And Rescue,112288429,112287798,"7,360",37.773,-119.128,California
5-Erb,112288396,112287798,"7,419",37.774,-119.129,California
6-Franosch,112288365,112287798,"7,484",37.774,-119.129,California
7-Lewis,112288354,112287798,"7,385",37.774,-119.129,California
8-Moynier,112287930,112287798,"7,460",37.774,-119.129,California
9-Secor,112288315,112287798,"7,400",37.774,-119.129,California
Tatum Falls,111428352,106064816,"8,000",37.766,-119.132,California
Lee Vining Canyon / Tioga Road,109223681,105798288,"7,223",37.94,-119.136,California
Lee Vining Bouldering,108593318,109223681,"7,400",37.934,-119.179,California
Aspen Boulder,108593353,108593318,"7,400",37.94,-119.184,California
Campground Boulder,108593344,108593318,"6,200",37.93,-119.171,California
Little Arete Boulder,109985944,108593318,"7,400",37.931,-119.173,California
Roadside Boulder,108593335,108593318,"7,400",37.93,-119.171,California
Saving Grace Boulder,118729618,108593318,"7,488",37.931,-119.17,California
Burning Brake Cliff,117397483,109223681,"7,714",37.936,-119.178,California
Chicken Foot Cracks,111079288,109223681,"10,500",37.935,-119.227,California
Dana Plateau,105816990,109223681,"12,466",37.923,-119.213,California
Demonology Cliff Band,111064959,109223681,"9,500",37.937,-119.228,California
Dinosaur Crag,111033797,109223681,"9,800",37.938,-119.226,California
Ellery Bowl,105862972,109223681,"9,510",37.934,-119.232,California
Golden Rock,112032226,105862972,"11,000",37.928,-119.233,California
Golden Years,114807766,105862972,"11,056",37.926,-119.228,California
Ellery Dam Spillway Crag,110882528,109223681,"9,500",37.937,-119.228,California
Ellery Ridges,112067363,109223681,"11,500",37.935,-119.213,California
Girls On Fire - Panderer Cliff Area,110944916,109223681,"9,500",37.94,-119.231,California
Admitting the Problem Cliff,110949208,110944916,"9,500",37.94,-119.231,California
Girls On Fire Cliff,110945133,110944916,"9,500",37.94,-119.231,California
The Panderer Cliff,110945043,110944916,"9,500",37.94,-119.231,California
Just Another Social Distancing Crag,119297930,109223681,"10,058",37.935,-119.225,California
Lee Vining Ice and Mixed,105971965,109223681,"6,781",37.944,-119.215,California
Bard Harrington Wall,107058165,105971965,"8,496",37.943000000000005,-119.224,California
Chouinards,105973584,105971965,"8,642",37.941,-119.225,California
Heel-Toe Wall,107973058,105971965,"8,598",37.942,-119.225,California
Main Wall,106097619,105971965,"8,617",37.942,-119.225,California
Narrows - Left,111378457,105971965,"8,000",37.944,-119.222,California
Narrows - Right,107473474,105971965,"8,000",37.945,-119.222,California
Dark-Colored Cliffs,107473542,107473474,,37.944,-119.223,California
Light-Colored Cliffs,107473479,107473474,"8,200",37.945,-119.221,California
Lower Tier,107473505,107473479,,37.945,-119.222,California
Upper Tier,107473513,107473479,"8,300",37.945,-119.222,California
Mount Dana,113371177,109223681,"13,053",37.9,-119.221,California
Pyramid & Warren Towers,112505243,109223681,"10,000",37.959,-119.204,California
The Pyramid,112505315,112505243,"8,800",37.953,-119.206,California
Warren Towers,112513223,112505243,"10,500",37.959,-119.203,California
Queen Jane Area,111077360,109223681,"10,500",37.937,-119.225,California
The Sphinx,112008926,109223681,"10,160",37.947,-119.228,California
Squealer Slab,111057782,109223681,"9,500",37.938,-119.228,California
Television Skies Crag,111081392,109223681,"9,500",37.937,-119.229,California
Tioga Cliff Area (aka Private Property),105991119,109223681,"9,197",37.946,-119.226,California
The Gold Wall,106509857,105991119,"9,500",37.944,-119.227,California
Power Cliff,118946863,105991119,"8,646",37.942,-119.227,California
Quaking Aspen Wall,110714348,105991119,"9,000",37.943000000000005,-119.227,California
Tioga Wall,110714183,105991119,"9,000",37.945,-119.227,California
Transpire Wall,109246218,109223681,"8,700",37.95,-119.211,California
Bardini Boulders,114054340,105876411,"7,015",37.318,-118.586,California
Bardini Boulder,114104157,114054340,"6,994",37.318,-118.585,California
Rex Kwon Do Boulder,114054374,114054340,"7,003",37.318,-118.585,California
Warmup Boulders,114054344,114054340,"6,969",37.318,-118.586,California
Hueco Wall Area,108604944,106406282,"6,499",37.318,-118.575,California
Hueco Wall Boulder,111816490,108604944,"6,492",37.318,-118.576,California
Swiss Roof Boulder,111816105,108604944,"6,511",37.318,-118.575,California
Xav's Roof Boulder,111816112,108604944,"6,508",37.318,-118.576,California
Zeppelin Area,106410413,106406282,"6,400",37.318,-118.575,California
Agent Orange Boulder,116715269,106410413,"6,444",37.318,-118.574,California
Chicken Head Boulder,116715383,106410413,"6,490",37.318,-118.574,California
Heart Prow Boulder,108088015,106410413,"6,455",37.318,-118.574,California
Led Zeppelin Boulder,106410430,106410413,"6,400",37.318,-118.574,California
Lower Rock Creek Wall,107107577,106064825,"6,500",37.513,-118.614,California
Attila the Hun Wall,105912918,105843300,"5,401",37.513,-118.57,California
Early Riser area,119825650,105843300,"5,335",37.513,-118.571,California
Player's Club,105897680,105843300,"5,317",37.513,-118.57,California
Warm Up Wall,105891387,105843300,"5,372",37.513,-118.571,California
Slander Crag,114341942,105847741,"4,988",37.498,-118.564,California
OJ Buttress,110927142,105907296,"7,312",37.373,-118.683,California
Scheelite Crags / PSOM Slab,106389157,105907296,"7,111",37.388,-118.673,California
Gold Wall,107121439,106389157,"6,955",37.388,-118.673,California
The Lizard Gallery,117541582,106389157,"7,424",37.388,-118.675,California
PSOM Slab,106392769,106389157,"7,000",37.388,-118.674,California
Bard Harrington Wall,107058165,105971965,"8,496",37.943,-119.224,California
Quaking Aspen Wall,110714348,105991119,"9,000",37.943,-119.227,California
Lone Pine Area,106064834,105798288,"3,700",36.606,-118.064,California
Alabama Hills,105876822,106064834,"4,400",36.596,-118.109,California
Alabama Hills Bouldering,118124288,105876822,"4,341",36.594,-118.104,California
Candy Store Boulders,119601925,118124288,"4,662",36.583,-118.113,California
Erin's Valentine,111630938,118124288,"4,862",36.635,-118.124,California
The Hideout Boulders aka The Hideouts,119544407,118124288,"4,823",36.597,-118.128,California
The Ledge,114388742,118124288,"4,650",36.609,-118.125,California
Movie Road Entrance Boulders,119602037,118124288,"4,604",36.6,-118.118,California
Mt. Whitney Cave Bouldering Cirque,118145818,118124288,"4,536",36.582,-118.104,California
Shark Fin bouldering Cirque,119544330,118124288,"4,668",36.598,-118.122,California
War Bonnet Bouldering,119914227,118124288,"4,617",36.587,-118.117,California
Alabama Hills North,119614787,105876822,"4,802",36.606,-118.129,California
The Bowling Ball & Pins aka Surf Bowl,116776953,119614787,"4,683",36.608,-118.126,California
Cattle Pocket and Corridors Area,105876846,119614787,"4,694",36.605,-118.127,California
The Cattle Pocket,105883545,105876846,"4,713",36.605,-118.127,California
The Corridors,106162110,105876846,"4,697",36.605,-118.128,California
East End,106808023,106162110,"4,704",36.605,-118.128,California
First Corridor,111060691,106162110,"4,709",36.605,-118.128,California
Gettin' Western Corridor,111060461,106162110,"4,715",36.605,-118.128,California
Getting Western Corridor- Right Side,110393180,106162110,"4,721",36.605,-118.128,California
Lone Pine Surf Club,113881901,106162110,"4,741",36.605,-118.129,California
Nectar Sector,111060684,106162110,"4,732",36.605,-118.128,California
Sunday Matinee Wall,106730339,106162110,"4,731",36.605,-118.128,California
Dinosaur Cracks,107048547,105876846,"4,758",36.603,-118.13,California
Lost Eye to the Moon,106808651,105876846,"4,703",36.606,-118.128,California
Tuning in Tokyo Tower,105876860,105876846,"4,703",36.604,-118.127,California
Zoo Wall,105896257,105876846,,36.605,-118.127,California
Chocolate Turkey Tower,114053664,119614787,"4,615",36.61,-118.12,California
Eastern Choss Proving Grounds,116082239,119614787,"4,472",36.601,-118.107,California
Choss Not Proud Enough To Name aka  Entrance Piles,118124164,116082239,"4,585",36.599,-118.116,California
North Pile,118133491,118124164,"4,600",36.6,-118.116,California
South Pile,118133513,118124164,"4,584",36.599,-118.116,California
Deep Spur Area,116082414,116082239,"4,578",36.608,-118.109,California
Claypool Dome,116088620,116082414,"4,524",36.607,-118.107,California
Kearsarge Dome aka The Battle Ship,116755115,116082239,"4,559",36.599,-118.114,California
North Spur Area,116082370,116082239,"4,533",36.601,-118.113,California
South Spur Area,116082323,116082239,"4,374",36.6,-118.102,California
Spinabifida,112180271,116082239,"4,627",36.602,-118.112,California
The Ghosts,106162152,119614787,"4,755",36.607,-118.131,California
Apparition Tower,119949157,106162152,"4,779",36.606,-118.13,California
DXM Wall,106320080,106162152,"4,763",36.606,-118.131,California
Elephant Rock,106320026,106162152,"4,763",36.606,-118.13,California
The Eye of Horus,106318980,106162152,"4,725",36.607,-118.129,California
Hammerhead Rock,111160255,106162152,"4,758",36.607,-118.129,California
The Leaning Tower of Pizza,106320011,106162152,"4,770",36.606,-118.13,California
The Pillar of Thoth,106318990,106162152,"4,737",36.607,-118.129,California
Schmaltz Dome,106162162,106162152,"4,752",36.606,-118.13,California
Totally n00bular Tower,107160269,106162152,"4,720",36.607,-118.129,California
Walkabout Wall,106327107,106162152,"4,741",36.607,-118.13,California
Grain Shark,114053782,119614787,"4,605",36.61,-118.119,California
The Hideout,106324250,119614787,"4,600",36.597,-118.129,California
Hideout East,106324263,106324250,"4,600",36.597,-118.127,California
Hideout West,106324266,106324250,"4,600",36.597,-118.129,California
The Mare,114056008,119614787,"4,561",36.61,-118.117,California
Moonshine Pillar,107915572,119614787,"4,736",36.603,-118.127,California
North Hills Area,112823300,119614787,"4,770",36.62,-118.113,California
John Nash Wall,112823310,112823300,"4,825",36.62,-118.115,California
Oz Rock,107273915,119614787,"4,914",36.615,-118.108,California
Oz Rock - East Face,107273936,107273915,"4,894",36.616,-118.108,California
Oz Rock - North Face,107273965,107273915,"4,907",36.616,-118.108,California
Paul's Paradise,105876843,119614787,"4,663",36.604,-118.125,California
The Burnt Penis,105876908,105876843,"4,683",36.604,-118.126,California
Champagne Tower,114085819,105876843,"4,664",36.604,-118.125,California
Hillbilly Pillar,105876911,105876843,"4,702",36.604,-118.125,California
Paul's Backyard,105876904,105876843,"4,675",36.604,-118.125,California
The Poodle Wall,105877299,105876843,"4,708",36.604,-118.126,California
The Shark's Fin,105876829,119614787,"4,641",36.598,-118.121,California
Western Wall Area,106126851,119614787,"4,784",36.608,-118.134,California
The Biscuit,107043915,106126851,"4,786",36.608,-118.133,California
The Deli,109988591,106126851,"4,845",36.608,-118.135,California
Hangin' Tree,106467286,106126851,"4,808",36.606,-118.132,California
Hoodgie Wall,106126855,106126851,"4,771",36.608,-118.133,California
The Huka Lounge (Jazz Wall),109189235,106126851,"4,804",36.61,-118.135,California
The Loaf,106126861,106126851,"4,880",36.607,-118.134,California
The Pistachio,105897814,106126851,"4,808",36.607,-118.132,California
The Tall Wall,105897760,106126851,"4,787",36.607,-118.133,California
Truffle Tower,106126858,106126851,"4,789",36.608,-118.134,California
Unknown pillar (aka The Exclamation Point),116717069,106126851,"4,781",36.607,-118.131,California
The Walnut,105897720,106126851,"4,786",36.607,-118.132,California
The Western Wall,106141066,106126851,"4,817",36.606,-118.133,California
Alabama Hills South,119614804,105876822,"4,583",36.585,-118.111,California
Alabama Dome,107040873,119614804,"4,652",36.586,-118.114,California
Arizona Dome,105896526,119614804,"4,615",36.586,-118.112,California
The Candy Store,107043884,119614804,"4,668",36.582,-118.113,California
First Boulder,107249660,107043884,"4,670",36.582,-118.114,California
